CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time,PoluutionLevel
0.185,0.500490196,0,0.119,0.398373984,0.206,0.270965337,0.403,0.395315315,0.335711455,0.258,0.475,0.256,2/25/2005,14.00.00,1
0.151,0.498039216,0,0.105,0.380307136,0.171,0.284010436,0.412,0.384504505,0.30836306,0.28,0.434,0.25,2/25/2005,15.00.00,1
0.168,0.509803922,0,0.124,0.403342367,0.2,0.269474469,0.441,0.397837838,0.330955212,0.283,0.434,0.251,2/25/2005,16.00.00,1
0.193,0.533823529,0,0.132,0.413730804,0.198,0.264629146,0.447,0.405045045,0.357907253,0.276,0.433,0.246,2/25/2005,17.00.00,1
0.235,0.562745098,0,0.19,0.476061427,0.239,0.235184495,0.521,0.444324324,0.458581054,0.229,0.486,0.241,2/25/2005,18.00.00,1
0.286,0.569607843,0,0.198,0.483288166,0.27,0.232948192,0.556,0.442882883,0.490289338,0.193,0.543,0.242,2/25/2005,19.00.00,2
0.336,0.586764706,0,0.214,0.497741644,0.307,0.226984719,0.574,0.471711712,0.496630995,0.175,0.573,0.241,2/25/2005,20.00.00,2
0.193,0.519117647,0,0.127,0.408762421,0.241,0.273947074,0.526,0.395675676,0.447879509,0.164,0.595,0.242,2/25/2005,21.00.00,1
0.227,0.591666667,0,0.176,0.462059621,0.32,0.234439061,0.553,0.444324324,0.544193421,0.139,0.703,0.267,2/25/2005,22.00.00,2
0.227,0.582352941,0,0.159,0.443992773,0.326,0.241520686,0.5,0.42990991,0.530321046,0.114,0.769,0.27,2/25/2005,23.00.00,2
0.235,0.565196078,0,0.138,0.421409214,0.3,0.256056653,0.474,0.408288288,0.502576298,0.105,0.778,0.266,2/26/2005,00.00.00,2
0.176,0.520098039,0,0.107,0.383468835,0.252,0.282146851,0.426,0.383063063,0.445897741,0.09,0.787,0.258,2/26/2005,01.00.00,1
0.16,0.503921569,0,0.1,0.375338753,0.216,0.28736489,0.4,0.383063063,0.417756639,0.076,0.804,0.252,2/26/2005,02.00.00,1
0.176,0.530392157,0,0.105,0.380758808,0,0.271710772,0,0.382342342,0.432025367,0.063,0.834,0.251,2/26/2005,03.00.00,0
0.143,0.508333333,0,0.082,0.348238482,0.158,0.292210212,0.359,0.361801802,0.4078478,0.052,0.847,0.247,2/26/2005,04.00.00,0
0.109,0.461764706,0,0.057,0.310749774,0.109,0.334327246,0.338,0.341261261,0.349583829,0.085,0.746,0.24,2/26/2005,05.00.00,0
0.076,0.443137255,0,0.042,0.285907859,0.093,0.370108088,0.303,0.323243243,0.284185493,0.103,0.682,0.232,2/26/2005,06.00.00,0
0.084,0.419117647,0,0.03,0.261065944,0.097,0.417815878,0.318,0.308108108,0.237415775,0.128,0.612,0.225,2/26/2005,07.00.00,0
0.084,0.448039216,0,0.061,0.318428184,0.123,0.360044726,0.365,0.333693694,0.272294887,0.139,0.578,0.219,2/26/2005,08.00.00,0
0.126,0.457352941,0,0.064,0.322493225,0.153,0.33507268,0.391,0.334054054,0.279825604,0.15,0.558,0.219,2/26/2005,09.00.00,1
0.126,0.461764706,0,0.058,0.314363144,0.137,0.342899739,0.365,0.328648649,0.270313119,0.197,0.507,0.229,2/26/2005,10.00.00,0
0.118,0.462254902,0,0.057,0.310749774,0.121,0.344390608,0.341,0.327567568,0.249306381,0.215,0.49,0.233,2/26/2005,11.00.00,0
0.202,0.470098039,0,0.064,0.323848238,0.116,0.33246366,0.332,0.338378378,0.263178755,0.22,0.488,0.235,2/26/2005,12.00.00,0
0.235,0.475980392,0,0.071,0.333785005,0.122,0.323518449,0.344,0.35027027,0.263178755,0.222,0.49,0.238,2/26/2005,13.00.00,0
0.244,0.467647059,0,0.071,0.33197832,0.118,0.321654864,0.347,0.343423423,0.249702735,0.22,0.497,0.239,2/26/2005,14.00.00,0
0.218,0.455392157,0,0.046,0.291327913,0.1,0.358553858,0.318,0.326486486,0.207689259,0.217,0.508,0.243,2/26/2005,15.00.00,0
0.21,0.457352941,0,0.049,0.298102981,0.089,0.355944838,0.288,0.328288288,0.193420531,0.202,0.533,0.243,2/26/2005,16.00.00,0
0.227,0.474019608,0,0.061,0.317976513,0.11,0.330972792,0.344,0.346306306,0.24137931,0.166,0.631,0.26,2/26/2005,17.00.00,0
0.235,0.483823529,0,0.066,0.326558266,0.125,0.321654864,0.371,0.350990991,0.271105826,0.143,0.696,0.267,2/26/2005,18.00.00,0
0.252,0.491666667,0,0.082,0.348690154,0.158,0.306000745,0.418,0.363243243,0.312326595,0.152,0.654,0.258,2/26/2005,19.00.00,1
0.311,0.557843137,0,0.16,0.445347787,0.186,0.247111442,0.462,0.428108108,0.408244154,0.164,0.639,0.26,2/26/2005,20.00.00,1
0.294,0.532843137,0,0.127,0.407859079,0.184,0.265747298,0.474,0.398558559,0.40665874,0.161,0.639,0.26,2/26/2005,21.00.00,1
0.319,0.553431373,0,0.133,0.415537489,0.224,0.256802087,0.497,0.41045045,0.468489893,0.15,0.666,0.262,2/26/2005,22.00.00,1
0.361,0.583823529,0,0.168,0.453929539,0.235,0.237420798,0.488,0.441081081,0.508917955,0.132,0.7,0.26,2/26/2005,23.00.00,1
0.403,0.615686275,0,0.181,0.466124661,0.33,0.22810287,0.556,0.443243243,0.543400713,0.141,0.681,0.26,2/27/2005,00.00.00,2
0.353,0.574019608,0,0.149,0.433604336,0.273,0.253074916,0.541,0.403963964,0.489100277,0.123,0.679,0.245,2/27/2005,01.00.00,2
0.277,0.498039216,0,0.083,0.352303523,0.172,0.297428252,0.426,0.361801802,0.42013476,0.103,0.726,0.248,2/27/2005,02.00.00,1
0.252,0.507352941,0,0.091,0.363595303,0,0.294446515,0,0.368288288,0.411414982,0.078,0.776,0.245,2/27/2005,03.00.00,0
0,0.480392157,0,0.072,0.33604336,0.118,0.31308237,0.35,0.352792793,0.384462941,0.063,0.799,0.241,2/27/2005,04.00.00,0
0.084,0.441666667,0,0.042,0.285004517,0.073,0.368244502,0.256,0.32972973,0.297661514,0.083,0.743,0.238,2/27/2005,05.00.00,0
0.076,0.448039216,0,0.049,0.295844625,0.072,0.353708535,0.226,0.341981982,0.294094332,0.036,0.838,0.232,2/27/2005,06.00.00,0
0.092,0.460784314,0,0.05,0.300361337,0.127,0.335445397,0.329,0.344144144,0.348394768,0.031,0.86,0.236,2/27/2005,07.00.00,0
0.092,0.458333333,0,0.057,0.311201445,0.152,0.333209094,0.347,0.341981982,0.34522394,0.056,0.784,0.232,2/27/2005,08.00.00,0
0.101,0.475490196,0,0.058,0.312104788,0.141,0.332090943,0.365,0.344504505,0.352754657,0.083,0.731,0.234,2/27/2005,09.00.00,0
0.143,0.521568627,0,0.1,0.374887082,0.183,0.275437943,0.424,0.379459459,0.419738407,0.175,0.563,0.238,2/27/2005,10.00.00,1
0.134,0.501470588,0,0.082,0.350496838,0.137,0.304509877,0.376,0.35027027,0.320253666,0.251,0.418,0.221,2/27/2005,11.00.00,0
0.118,0.468137255,0,0.061,0.318879855,0.114,0.330972792,0.353,0.318558559,0.244153785,0.283,0.345,0.2,2/27/2005,12.00.00,0
0.151,0.462254902,0,0.064,0.322493225,0.129,0.334699963,0.385,0.312792793,0.24137931,0.231,0.371,0.185,2/27/2005,13.00.00,1
0.092,0.43872549,0,0.039,0.280939476,0.101,0.377189713,0.338,0.28972973,0.186682521,0.224,0.4,0.195,2/27/2005,14.00.00,0
0.076,0.43627451,0,0.035,0.271454381,0.068,0.392471114,0.241,0.289369369,0.154974237,0.197,0.451,0.203,2/27/2005,15.00.00,0
0.092,0.443137255,0,0.036,0.274616079,0.091,0.385016772,0.294,0.290810811,0.157748712,0.186,0.454,0.199,2/27/2005,16.00.00,0
0.092,0.435294118,0,0.038,0.275971093,0.101,0.385762206,0.326,0.285045045,0.166072136,0.177,0.439,0.186,2/27/2005,17.00.00,0
0.101,0.443627451,0,0.046,0.292682927,0.127,0.375326127,0.388,0.296216216,0.201743956,0.152,0.462,0.182,2/27/2005,18.00.00,1
0.134,0.47745098,0,0.077,0.341915086,0.172,0.330227357,0.456,0.318558559,0.286563615,0.135,0.474,0.177,2/27/2005,19.00.00,1
0.218,0.51372549,0,0.107,0.382565492,0.219,0.298546403,0.532,0.344144144,0.35196195,0.123,0.49,0.177,2/27/2005,20.00.00,1
0.126,0.43872549,0,0.049,0.298102981,0.161,0.36339918,0.456,0.297657658,0.236226714,0.103,0.528,0.179,2/27/2005,21.00.00,1
0.084,0.428921569,0,0.033,0.268292683,0.087,0.402161759,0.309,0.285765766,0.17875545,0.101,0.541,0.183,2/27/2005,22.00.00,0
0.109,0.462254902,0,0.061,0.317524842,0.114,0.354081252,0.35,0.313513514,0.230281411,0.096,0.548,0.182,2/27/2005,23.00.00,0
0.134,0.464215686,0,0.06,0.314814815,0.145,0.340290719,0.441,0.316396396,0.276654776,0.09,0.564,0.185,2/28/2005,00.00.00,1
0.084,0.424019608,0,0.028,0.25564589,0.075,0.417070444,0.276,0.287207207,0.167657551,0.09,0.596,0.195,2/28/2005,01.00.00,0
0.05,0.403431373,0,0.016,0.227190605,0.041,0.472605293,0.165,0.272072072,0.131589378,0.09,0.575,0.188,2/28/2005,02.00.00,0
0.034,0.391176471,0,0.009,0.204155375,0,0.53484905,0,0.251891892,0.110978993,0.087,0.542,0.176,2/28/2005,03.00.00,0
0.025,0.382843137,0,0.006,0.191960253,0.02,0.599701826,0.082,0.24036036,0.103448276,0.085,0.541,0.174,2/28/2005,04.00.00,0
0.025,0.382843137,0,0.005,0.184733514,0.017,0.620201267,0.074,0.241081081,0.099881094,0.081,0.567,0.18,2/28/2005,05.00.00,0
0.025,0.381862745,0,0.003,0.181571816,0.023,0.620573984,0.091,0.246486486,0.101862862,0.063,0.593,0.178,2/28/2005,06.00.00,0
0.034,0.400490196,0,0.011,0.208672087,0.06,0.513604174,0.194,0.263783784,0.122076893,0.056,0.594,0.175,2/28/2005,07.00.00,0
0.084,0.437745098,0,0.041,0.284101174,0.143,0.378307864,0.326,0.301621622,0.180737218,0.061,0.569,0.17,2/28/2005,08.00.00,0
0.101,0.432843137,0,0.049,0.29765131,0.146,0.351472233,0.359,0.303423423,0.208878319,0.061,0.557,0.166,2/28/2005,09.00.00,0
0.084,0.41127451,0,0.036,0.274616079,0.129,0.387625792,0.338,0.281081081,0.188267935,0.074,0.51,0.159,2/28/2005,10.00.00,0
0.076,0.396568627,0,0.031,0.265130985,0.135,0.404025345,0.362,0.268108108,0.17201744,0.07,0.488,0.15,2/28/2005,11.00.00,0
0.067,0.394607843,0,0.031,0.263775971,0.111,0.423779351,0.35,0.261621622,0.152596116,0.083,0.437,0.14,2/28/2005,12.00.00,0
0.092,0.411764706,0,0.049,0.298554652,0.125,0.378680581,0.368,0.272792793,0.172413793,0.09,0.415,0.135,2/28/2005,13.00.00,0
0.084,0.398039216,0,0.046,0.291779584,0.105,0.389489378,0.324,0.263423423,0.166864843,0.083,0.395,0.126,2/28/2005,14.00.00,0
0.067,0.383333333,0,0.033,0.268292683,0.105,0.4226612,0.326,0.242522523,0.147047166,0.076,0.365,0.115,2/28/2005,15.00.00,0
0.076,0.391666667,0,0.039,0.27868112,0.107,0.409616101,0.335,0.251891892,0.151407055,0.074,0.373,0.116,2/28/2005,16.00.00,0
0.076,0.398039216,0,0.044,0.289069557,0.112,0.407379799,0.335,0.258018018,0.161712247,0.058,0.396,0.117,2/28/2005,17.00.00,0
0.168,0.451960784,0,0.105,0.380307136,0.181,0.316436824,0.412,0.309189189,0.267934998,0.047,0.413,0.118,2/28/2005,18.00.00,1
0.202,0.459803922,0,0.127,0.407859079,0.209,0.294446515,0.415,0.318918919,0.316290131,0.036,0.427,0.119,2/28/2005,19.00.00,1
0.21,0.460294118,0,0.116,0.393857272,0.201,0.303391726,0.418,0.313513514,0.314308363,0.031,0.428,0.117,2/28/2005,20.00.00,1
0.134,0.405392157,0,0.057,0.310298103,0.152,0.378307864,0.362,0.261981982,0.227110583,0.022,0.413,0.11,2/28/2005,21.00.00,0
0.076,0.380392157,0,0.03,0.261969286,0.082,0.440924338,0.265,0.236036036,0.159334126,0.025,0.399,0.107,2/28/2005,22.00.00,0
0.059,0.370098039,0,0.022,0.242999097,0.068,0.478941483,0.232,0.223783784,0.135949267,0.022,0.387,0.103,2/28/2005,23.00.00,0
0.05,0.375490196,0,0.019,0.232610659,0.058,0.494595602,0.203,0.231351351,0.127625842,0.022,0.422,0.112,3/1/2005,00.00.00,0
0.05,0.373529412,0,0.014,0.219963866,0.048,0.508386135,0.176,0.230630631,0.121680539,0.016,0.464,0.121,3/1/2005,01.00.00,0
0.034,0.360784314,0,0.009,0.204607046,0.026,0.558330227,0.109,0.216936937,0.106222751,0.004,0.458,0.115,3/1/2005,02.00.00,0
0.017,0.350490196,0,0.003,0.174796748,0,0.66753634,0,0.201441441,0.089972255,0.002,0.451,0.112,3/1/2005,03.00.00,0
0.017,0.350980392,0,0.003,0.176151762,0.02,0.672381662,0.079,0.198558559,0.087594134,0,0.423,0.104,3/1/2005,04.00.00,0
0.017,0.358333333,0,0.005,0.184281843,0.022,0.643682445,0.088,0.202162162,0.089179548,0,0.433,0.105,3/1/2005,05.00.00,0
0.017,0.360294118,0,0.005,0.183830172,0.025,0.62504659,0.097,0.208648649,0.091954023,0,0.452,0.108,3/1/2005,06.00.00,0
0.042,0.381862745,0,0.016,0.225835592,0.091,0.507267984,0.247,0.234954955,0.12405866,0,0.467,0.111,3/1/2005,07.00.00,0
0.126,0.448529412,0,0.082,0.349593496,0.242,0.339545285,0.432,0.302342342,0.249306381,0,0.453,0.111,3/1/2005,08.00.00,1
0.16,0.443627451,0,0.096,0.369467028,0.239,0.317927693,0.421,0.302702703,0.313119302,0.013,0.415,0.107,3/1/2005,09.00.00,1
0.118,0.409313725,0,0.057,0.310749774,0.192,0.368244502,0.359,0.259459459,0.249702735,0.063,0.342,0.103,3/1/2005,10.00.00,1
0.076,0.391176471,0,0.036,0.275067751,0.144,0.418188595,0.321,0.237837838,0.187078874,0.07,0.328,0.1,3/1/2005,11.00.00,0
0.059,0.383823529,0,0.03,0.261969286,0.118,0.440178904,0.279,0.233153153,0.149821641,0.074,0.329,0.103,3/1/2005,12.00.00,0
0.067,0.395588235,0,0.041,0.281391147,0.106,0.408870667,0.276,0.246486486,0.152199762,0.07,0.349,0.107,3/1/2005,13.00.00,0
0.084,0.405392157,0,0.049,0.298102981,0.12,0.383898621,0.3,0.255495495,0.168846611,0.072,0.347,0.108,3/1/2005,14.00.00,0
0.076,0.402941176,0,0.042,0.285456188,0.126,0.400298174,0.315,0.252612613,0.175188268,0.074,0.355,0.11,3/1/2005,15.00.00,0
0.084,0.406862745,0,0.047,0.295844625,0.134,0.389489378,0.332,0.255855856,0.185097107,0.092,0.322,0.106,3/1/2005,16.00.00,0
0.076,0.408333333,0,0.047,0.294941283,0.126,0.399925457,0.324,0.255135135,0.177566389,0.087,0.329,0.107,3/1/2005,17.00.00,0
0.118,0.432352941,0,0.078,0.345980126,0.137,0.343645173,0.341,0.293693694,0.230677765,0.043,0.395,0.112,3/1/2005,18.00.00,0
0.176,0.474019608,0,0.118,0.397470641,0.212,0.303764443,0.435,0.31963964,0.353547364,0.04,0.399,0.112,3/1/2005,19.00.00,1
0.235,0.494607843,0,0.149,0.432700994,0.231,0.279910548,0.459,0.336936937,0.398731669,0.031,0.411,0.112,3/1/2005,20.00.00,1
0.185,0.446568627,0,0.083,0.350948509,0.21,0.340290719,0.468,0.286846847,0.337693222,0.018,0.409,0.107,3/1/2005,21.00.00,1
0.084,0.396078431,0,0.038,0.276874435,0.112,0.423779351,0.341,0.242162162,0.215219976,0.013,0.384,0.099,3/1/2005,22.00.00,0
0.092,0.398039216,0,0.039,0.280487805,0.103,0.426015654,0.324,0.241081081,0.209671027,0.007,0.36,0.091,3/1/2005,23.00.00,0
0.076,0.387254902,0,0.035,0.269647696,0.095,0.441297056,0.3,0.22954955,0.1843044,0.004,0.34,0.086,3/2/2005,00.00.00,0
0.067,0.375,0,0.024,0.245709124,0.082,0.467014536,0.274,0.216576577,0.160523187,0,0.335,0.083,3/2/2005,01.00.00,0
0.05,0.373039216,0,0.02,0.237127371,0.053,0.48714126,0.197,0.218018018,0.131589378,0,0.36,0.089,3/2/2005,02.00.00,0
0.042,0.38627451,0,0.014,0.219512195,0,0.482295937,0,0.234234234,0.16646849,0,0.467,0.107,3/2/2005,03.00.00,0
0,0.387254902,0,0.011,0.212737127,0.055,0.485277674,0.221,0.241081081,0.210860087,0,0.506,0.114,3/2/2005,04.00.00,0
0.034,0.394117647,0,0.014,0.220867209,0.052,0.47036899,0.215,0.251531532,0.249702735,0,0.522,0.118,3/2/2005,05.00.00,0
0.042,0.407352941,0,0.022,0.242547425,0.084,0.431606411,0.282,0.26018018,0.304399524,0,0.532,0.121,3/2/2005,06.00.00,0
0.059,0.431862745,0,0.055,0.307136405,0.108,0.381289601,0.324,0.292972973,0.343242172,0,0.536,0.121,3/2/2005,07.00.00,0
0.202,0.53872549,0,0.173,0.457542909,0.268,0.257174804,0.441,0.380540541,0.497027348,0,0.579,0.126,3/2/2005,08.00.00,2
0.235,0.539215686,0,0.195,0.48102981,0.324,0.249347745,0.497,0.386306306,0.533888228,0,0.517,0.124,3/2/2005,09.00.00,2
0.168,0.510784314,0,0.13,0.411020777,0.296,0.288483041,0.532,0.332252252,0.481965914,0.103,0.366,0.125,3/2/2005,10.00.00,2
0.185,0.502941176,0,0.14,0.422312556,0.315,0.278419679,0.55,0.339459459,0.456202933,0.168,0.274,0.113,3/2/2005,11.00.00,2
0.118,0.443627451,0,0.089,0.359530262,0.195,0.335445397,0.429,0.276396396,0.27705113,0.215,0.212,0.101,3/2/2005,12.00.00,1
0.101,0.436764706,0,0.086,0.356820235,0.139,0.345508759,0.385,0.275315315,0.231470472,0.209,0.207,0.097,3/2/2005,13.00.00,1
0.16,0.474509804,0,0.141,0.42366757,0.21,0.294446515,0.474,0.323243243,0.331351566,0.217,0.21,0.1,3/2/2005,14.00.00,1
0.109,0.445588235,0,0.099,0.373080397,0.166,0.334699963,0.421,0.289009009,0.248117321,0.226,0.188,0.092,3/2/2005,15.00.00,1
0.168,0.459803922,0,0.143,0.426829268,0.241,0.299664555,0.518,0.308108108,0.347998415,0.265,0.152,0.083,3/2/2005,16.00.00,1
0.168,0.475980392,0,0.132,0.414182475,0.268,0.29891912,0.524,0.318918919,0.377328577,0.26,0.172,0.094,3/2/2005,17.00.00,2
0.286,0.562745098,0,0.275,0.553748871,0.391,0.232575475,0.609,0.405765766,0.578676179,0.204,0.216,0.1,3/2/2005,18.00.00,2
0.429,0.636764706,0,0.366,0.625112918,0.554,0.194931047,0.706,0.477477477,0.73523583,0.161,0.289,0.117,3/2/2005,19.00.00,2
0.445,0.644607843,0,0.298,0.573170732,0.51,0.205367126,0.694,0.461981982,0.737217598,0.137,0.383,0.145,3/2/2005,20.00.00,2
0.235,0.578431373,0,0.174,0.460704607,0.32,0.244502423,0.585,0.37981982,0.645659929,0.114,0.41,0.145,3/2/2005,21.00.00,2
0.134,0.524509804,0,0.097,0.370822042,0.203,0.281028699,0.5,0.337297297,0.576298058,0.108,0.446,0.154,3/2/2005,22.00.00,1
0.118,0.505392157,0,0.078,0.344625113,0.159,0.304882594,0.45,0.326126126,0.534284582,0.112,0.446,0.156,3/2/2005,23.00.00,1
0.118,0.513235294,0,0.083,0.351400181,0.14,0.297800969,0.412,0.326846847,0.525564804,0.092,0.47,0.155,3/3/2005,00.00.00,1
0.118,0.504901961,0,0.066,0.327009937,0.138,0.310100634,0.406,0.321801802,0.509314308,0.099,0.488,0.164,3/3/2005,01.00.00,1
0.092,0.483333333,0,0.055,0.308039747,0.105,0.326127469,0.344,0.318558559,0.477606025,0.085,0.517,0.167,3/3/2005,02.00.00,0
0.076,0.48627451,0,0.047,0.295844625,0,0.326500186,0,0.31963964,0.483551328,0.081,0.56,0.177,3/3/2005,03.00.00,0
0.084,0.52745098,0,0.064,0.322944896,0.121,0.291837495,0.35,0.341261261,0.573919937,0.076,0.635,0.2,3/3/2005,04.00.00,0
0.084,0.541176471,0,0.063,0.322041554,0.097,0.281028699,0.318,0.360720721,0.567974633,0.065,0.766,0.232,3/3/2005,05.00.00,0
0.101,0.568627451,0,0.08,0.347786811,0.143,0.26164741,0.356,0.383063063,0.573523583,0.063,0.835,0.252,3/3/2005,06.00.00,0
0.118,0.596568627,0,0.105,0.382113821,0.178,0.24226612,0.4,0.403603604,0.586999604,0.065,0.852,0.257,3/3/2005,07.00.00,1
0.252,0.714215686,0,0.245,0.527100271,0.438,0.184867685,0.515,0.512432432,0.707491082,0.085,0.816,0.263,3/3/2005,08.00.00,2
0.353,0.655392157,0,0.268,0.547425474,0.485,0.19716735,0.621,0.506666667,0.695996829,0.132,0.566,0.211,3/3/2005,09.00.00,2
0.176,0.544607843,0,0.138,0.420505872,0.263,0.256056653,0.547,0.385225225,0.542211653,0.164,0.444,0.181,3/3/2005,10.00.00,1
0.168,0.571078431,0,0.108,0.384823848,0.296,0.257920239,0.521,0.416216216,0.474435196,0.081,0.856,0.272,3/3/2005,11.00.00,2
0.134,0.553431373,0,0.085,0.353658537,0.191,0.282146851,0.432,0.406126126,0.429647245,0.081,0.886,0.281,3/3/2005,12.00.00,1
0.118,0.535294118,0,0.077,0.342818428,0.181,0.288110324,0.441,0.392072072,0.411811336,0.119,0.78,0.278,3/3/2005,13.00.00,1
0.134,0.537254902,0,0.083,0.350948509,0.168,0.285874022,0.435,0.398918919,0.380895759,0.137,0.744,0.281,3/3/2005,14.00.00,1
0.126,0.543137255,0,0.085,0.353658537,0.184,0.282519568,0.444,0.401801802,0.38208482,0.135,0.79,0.295,3/3/2005,15.00.00,1
0.143,0.550980392,0,0.086,0.355465221,0.197,0.27581066,0.444,0.413333333,0.372968688,0.141,0.813,0.31,3/3/2005,16.00.00,1
0.16,0.596078431,0,0.118,0.39701897,0.245,0.249720462,0.485,0.451171171,0.440348791,0.141,0.853,0.325,3/3/2005,17.00.00,1
0.319,0.704411765,0,0.262,0.542908762,0.446,0.188967574,0.579,0.544144144,0.578279826,0.126,0.906,0.331,3/3/2005,18.00.00,2
0.454,0.722058824,0,0.286,0.562330623,0.613,0.177413343,0.671,0.554594595,0.602061038,0.11,0.929,0.323,3/3/2005,19.00.00,2
0.353,0.684313725,0,0.243,0.525745257,0.432,0.189340291,0.576,0.536216216,0.559651209,0.096,0.947,0.316,3/3/2005,20.00.00,2
0.319,0.629901961,0,0.171,0.457542909,0.388,0.211703317,0.565,0.47963964,0.529528339,0.096,0.943,0.315,3/3/2005,21.00.00,2
0.193,0.591176471,0,0.137,0.419150858,0.252,0.231457324,0.474,0.445045045,0.509314308,0.103,0.93,0.317,3/3/2005,22.00.00,1
0.176,0.577941176,0,0.115,0.392050587,0.223,0.24748416,0.459,0.434234234,0.491478399,0.099,0.924,0.311,3/3/2005,23.00.00,1
0.193,0.594607843,0,0.118,0.396115628,0.227,0.243756988,0.465,0.434594595,0.508125248,0.096,0.912,0.304,3/4/2005,00.00.00,1
0.193,0.559803922,0,0.107,0.383468835,0.235,0.253447633,0.453,0.422702703,0.471264368,0.092,0.915,0.301,3/4/2005,01.00.00,1
0.143,0.533823529,0,0.074,0.338753388,0.163,0.285128587,0.406,0.399279279,0.442726912,0.087,0.912,0.296,3/4/2005,02.00.00,1
0.101,0.481372549,0,0.039,0.27868112,0,0.332090943,0,0.352072072,0.405866033,0.101,0.796,0.269,3/4/2005,03.00.00,0
0.05,0.435294118,0,0.02,0.237579042,0.065,0.4226612,0.271,0.328648649,0.294887039,0.101,0.734,0.249,3/4/2005,04.00.00,0
0.076,0.479901961,0,0.035,0.271906052,0.099,0.344763325,0.303,0.357837838,0.367816092,0.09,0.848,0.276,3/4/2005,05.00.00,0
0.092,0.501470588,0,0.057,0.311653117,0.142,0.310473351,0.344,0.378018018,0.398731669,0.083,0.861,0.276,3/4/2005,06.00.00,0
0.16,0.565196078,0,0.118,0.396567299,0.277,0.254193067,0.409,0.425225225,0.464922711,0.07,0.871,0.268,3/4/2005,07.00.00,2
0.311,0.682843137,0,0.264,0.543812105,0.486,0.188594857,0.491,0.539459459,0.621482362,0.083,0.839,0.268,3/4/2005,08.00.00,2
0.513,0.768137255,0,0.44,0.678410117,0.648,0.148714126,0.603,0.665945946,0.758224336,0.112,0.782,0.274,3/4/2005,09.00.00,2
0.387,0.653921569,0,0.248,0.530261969,0.503,0.195303764,0.635,0.516036036,0.651208878,0.146,0.687,0.265,3/4/2005,10.00.00,2
0.277,0.62745098,0,0.243,0.526196929,0.394,0.198658218,0.565,0.517117117,0.636147444,0.17,0.674,0.28,3/4/2005,11.00.00,2
0.277,0.651960784,0,0.234,0.517163505,0.404,0.200149087,0.553,0.504144144,0.661117717,0.193,0.649,0.29,3/4/2005,12.00.00,2
0.286,0.66127451,0,0.257,0.538843722,0.372,0.188967574,0.556,0.538018018,0.677764566,0.244,0.591,0.306,3/4/2005,13.00.00,2
0.303,0.66127451,0,0.245,0.527100271,0.337,0.19194931,0.565,0.52,0.646848989,0.276,0.545,0.308,3/4/2005,14.00.00,2
0.328,0.658823529,0,0.253,0.533875339,0.318,0.195676482,0.571,0.508468468,0.612366231,0.28,0.489,0.282,3/4/2005,15.00.00,2
0.403,0.655392157,0,0.261,0.541102078,0.384,0.194185613,0.638,0.504864865,0.617122473,0.267,0.477,0.264,3/4/2005,16.00.00,2
0.328,0.645098039,0,0.25,0.531616983,0.355,0.202758107,0.524,0.501621622,0.606024574,0.276,0.464,0.263,3/4/2005,17.00.00,2
0.303,0.614215686,0,0.209,0.494128275,0.325,0.214312337,0.538,0.478198198,0.566785573,0.242,0.542,0.28,3/4/2005,18.00.00,2
0.303,0.616666667,0,0.234,0.516711834,0.28,0.207976146,0.556,0.481441441,0.598097503,0.2,0.592,0.269,3/4/2005,19.00.00,2
0.387,0.65,0,0.29,0.565943993,0.382,0.191576593,0.662,0.532972973,0.640110979,0.188,0.617,0.272,3/4/2005,20.00.00,2
0.193,0.543627451,0,0.124,0.40469738,0.205,0.264629146,0.515,0.407927928,0.492271106,0.168,0.662,0.274,3/4/2005,21.00.00,1
0.134,0.504411765,0,0.078,0.344173442,0.149,0.305628028,0.45,0.378018018,0.422116528,0.155,0.676,0.268,3/4/2005,22.00.00,1
0.151,0.545098039,0,0.102,0.376242096,0.176,0.282892285,0.459,0.397837838,0.467697186,0.148,0.691,0.269,3/4/2005,23.00.00,1
0.185,0.539215686,0,0.094,0.365853659,0.221,0.286246739,0.506,0.385585586,0.458977408,0.141,0.674,0.258,3/5/2005,00.00.00,1
0.176,0.556862745,0,0.107,0.383468835,0.233,0.266492732,0.482,0.407927928,0.481965914,0.121,0.742,0.266,3/5/2005,01.00.00,1
0.143,0.490196078,0,0.063,0.321589883,0.183,0.316064107,0.462,0.356396396,0.384859294,0.13,0.672,0.247,3/5/2005,02.00.00,1
0.126,0.510294118,0,0.069,0.330623306,0,0.294073798,0,0.361441441,0.426476417,0.11,0.706,0.246,3/5/2005,03.00.00,0
